"Time","143028A","","143028A","",""
"and","10.00","","140.00","",""
"Date","Rainfall (mm)","","Discharge (Cumecs)","",""
"Date and time","Point","Quality","Point","Quality","Comments"
14:00:00 13/07/2017,        0.00,     83,      0.0036,     10, 
15:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
16:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
17:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
18:00:00 13/07/2017,        0.00,     83,      0.0036,     10, 
19:00:00 13/07/2017,        0.00,     83,      0.0036,     10, 
20:00:00 13/07/2017,        0.00,     83,      0.0038,     10, 
21:00:00 13/07/2017,        0.00,     83,      0.0038,     10, 
22:00:00 13/07/2017,        0.00,     83,      0.0038,     10, 
23:00:00 13/07/2017,        0.00,     83,      0.0038,     10, 
00:00:00 14/07/2017,        0.00,     83,      0.0038,     10, 
01:00:00 14/07/2017,        0.00,     83,      0.0038,     10, 
02:00:00 14/07/2017,        0.00,     83,      0.0038,     10, 
03:00:00 14/07/2017,        0.00,     83,      0.0038,     10, 
04:00:00 14/07/2017,        0.00,     83,      0.0038,     10, 
05:00:00 14/07/2017,        0.00,     83,      0.0036,     10, 
06:00:00 14/07/2017,        0.00,     83,      0.0034,     10, 
07:00:00 14/07/2017,        0.00,     83,      0.0034,     10, 
08:00:00 14/07/2017,        0.00,     83,      0.0034,     10, 
09:00:00 14/07/2017,        0.00,     83,      0.0034,     10, 
10:00:00 14/07/2017,        0.00,     83,      0.0034,     10, 
11:00:00 14/07/2017,        0.00,     83,      0.0034,     10, 
12:00:00 14/07/2017,        0.00,     83,      0.0034,     10, 
13:00:00 14/07/2017,        0.00,     83,      0.0034,     10, 
14:00:00 14/07/2017,        0.00,     83,      0.0034,     10, 
15:00:00 14/07/2017,        0.00,     83,      0.0034,     10, 
16:00:00 14/07/2017,        0.00,     83,      0.0034,     10, 
17:00:00 14/07/2017,        0.00,     83,      0.0032,     10, 
18:00:00 14/07/2017,        0.00,     83,      0.0032,     10, 
19:00:00 14/07/2017,        0.00,     83,      0.0032,     10, 
20:00:00 14/07/2017,        0.00,     83,      0.0032,     10, 
21:00:00 14/07/2017,        0.00,     83,      0.0032,     10, 
22:00:00 14/07/2017,        0.00,     83,      0.0032,     10, 
23:00:00 14/07/2017,        0.00,     83,      0.0032,     10, 
00:00:00 15/07/2017,        0.00,     83,      0.0032,     10, 
01:00:00 15/07/2017,        0.00,     83,      0.0032,     10, 
02:00:00 15/07/2017,        0.00,     83,      0.0032,     10, 
03:00:00 15/07/2017,        0.00,     83,      0.0032,     10, 
04:00:00 15/07/2017,        0.00,     83,      0.0032,     10, 
05:00:00 15/07/2017,        0.00,     83,      0.0032,     10, 
06:00:00 15/07/2017,        0.00,     83,      0.0032,     10, 
07:00:00 15/07/2017,        0.00,     83,      0.0030,     10, 
08:00:00 15/07/2017,        0.00,     83,      0.0030,     10, 
09:00:00 15/07/2017,        0.00,     83,      0.0029,     10, 
10:00:00 15/07/2017,        0.00,     83,      0.0029,     10, 
11:00:00 15/07/2017,        0.00,     83,      0.0029,     10, 
12:00:00 15/07/2017,        0.00,     83,      0.0029,     10, 
13:00:00 15/07/2017,        0.00,     83,      0.0029,     10, 
14:00:00 15/07/2017,        0.00,     83,      0.0029,     10, 
15:00:00 15/07/2017,        0.00,     83,      0.0029,     10, 
16:00:00 15/07/2017,        0.00,     83,      0.0029,     10, 
17:00:00 15/07/2017,        0.00,     83,      0.0029,     10, 
18:00:00 15/07/2017,        0.00,     83,      0.0029,     10, 
18:09:00 15/07/2017,        1.00,     83,"","", 
18:13:00 15/07/2017,        2.00,     83,"","", 
18:30:00 15/07/2017,        0.00,     83,"","", 
18:50:00 15/07/2017,        0.00,     83,"","", 
19:00:00 15/07/2017,        0.00,     83,      0.0861,     10, 
19:37:00 15/07/2017,        1.00,     83,"","", 
19:41:00 15/07/2017,        2.00,     83,"","", 
19:50:00 15/07/2017,        0.00,     83,"","", 
20:00:00 15/07/2017,        0.00,     83,      0.9152,     30, 
20:07:00 15/07/2017,        1.00,     83,"","", 
21:00:00 15/07/2017,        0.00,     83,      0.4192,     30, 
22:00:00 15/07/2017,        0.00,     83,      0.2527,     30, 
23:00:00 15/07/2017,        0.00,     83,      0.1599,     10, 
00:00:00 16/07/2017,        0.00,     83,      0.1146,     10, 
01:00:00 16/07/2017,        0.00,     83,      0.0873,     10, 
02:00:00 16/07/2017,        0.00,     83,      0.0706,     10, 
03:00:00 16/07/2017,        0.00,     83,      0.0589,     10, 
04:00:00 16/07/2017,        0.00,     83,      0.0511,     10, 
05:00:00 16/07/2017,        0.00,     83,      0.0448,     10, 
06:00:00 16/07/2017,        0.00,     83,      0.0397,     10, 
06:20:00 16/07/2017,        1.00,     83,"","", 
06:37:00 16/07/2017,        1.00,     83,"","", 
07:00:00 16/07/2017,        0.00,     83,      0.1236,     10, 
08:00:00 16/07/2017,        0.00,     83,      0.0752,     10, 
09:00:00 16/07/2017,        0.00,     83,      0.0752,     10, 
10:00:00 16/07/2017,        0.00,     83,      0.0620,     10, 
11:00:00 16/07/2017,        0.00,     83,      0.0589,     10, 
12:00:00 16/07/2017,        0.00,     83,      0.0520,     10, 
13:00:00 16/07/2017,        0.00,     83,      0.0448,     10, 
14:00:00 16/07/2017,        0.00,     83,      0.0381,     10, 
15:00:00 16/07/2017,        0.00,     83,      0.0335,     10, 
16:00:00 16/07/2017,        0.00,     83,      0.0306,     10, 
17:00:00 16/07/2017,        0.00,     83,      0.0285,     10, 
18:00:00 16/07/2017,        0.00,     83,      0.0265,     10, 
19:00:00 16/07/2017,        0.00,     83,      0.0246,     10, 
20:00:00 16/07/2017,        0.00,     83,      0.0228,     10, 
21:00:00 16/07/2017,        0.00,     83,      0.0216,     10, 
22:00:00 16/07/2017,        0.00,     83,      0.0205,     10, 
23:00:00 16/07/2017,        0.00,     83,      0.0199,     10, 
00:00:00 17/07/2017,        0.00,     83,      0.0188,     10, 
01:00:00 17/07/2017,        0.00,     83,      0.0178,     10, 
02:00:00 17/07/2017,        0.00,     83,      0.0172,     10, 
03:00:00 17/07/2017,        0.00,     83,      0.0162,     10, 
04:00:00 17/07/2017,        0.00,     83,      0.0157,     10, 
05:00:00 17/07/2017,        0.00,     83,      0.0148,     10, 
06:00:00 17/07/2017,        0.00,     83,      0.0139,     10, 
07:00:00 17/07/2017,        0.00,     83,      0.0134,     10, 
08:00:00 17/07/2017,        0.00,     83,      0.0134,     10, 
09:00:00 17/07/2017,        0.00,     83,      0.0130,     10, 
10:00:00 17/07/2017,        0.00,     83,      0.0125,     10, 
11:00:00 17/07/2017,        0.00,     83,      0.0121,     10, 
12:00:00 17/07/2017,        0.00,     83,      0.0121,     10, 
13:00:00 17/07/2017,        0.00,     83,      0.0121,     10, 
14:00:00 17/07/2017,        0.00,     83,      0.0121,     10, 
15:00:00 17/07/2017,        0.00,     83,      0.0121,     10, 
16:00:00 17/07/2017,        0.00,     83,      0.0117,     10, 
17:00:00 17/07/2017,        0.00,     83,      0.0113,     10, 
18:00:00 17/07/2017,        0.00,     83,      0.0109,     10, 
19:00:00 17/07/2017,        0.00,     83,      0.0105,     10, 
20:00:00 17/07/2017,        0.00,     83,      0.0101,     10, 
21:00:00 17/07/2017,        0.00,     83,      0.0101,     10, 
22:00:00 17/07/2017,        0.00,     83,      0.0101,     10, 
23:00:00 17/07/2017,        0.00,     83,      0.0097,     10, 
00:00:00 18/07/2017,        0.00,     83,      0.0097,     10, 
01:00:00 18/07/2017,        0.00,     83,      0.0097,     10, 
02:00:00 18/07/2017,        0.00,     83,      0.0097,     10, 
03:00:00 18/07/2017,        0.00,     83,      0.0094,     10, 
04:00:00 18/07/2017,        0.00,     83,      0.0094,     10, 
05:00:00 18/07/2017,        0.00,     83,      0.0094,     10, 
06:00:00 18/07/2017,        0.00,     83,      0.0090,     10, 
07:00:00 18/07/2017,        0.00,     83,      0.0090,     10, 
08:00:00 18/07/2017,        0.00,     83,      0.0090,     10, 
09:00:00 18/07/2017,        0.00,     83,      0.0090,     10, 
10:00:00 18/07/2017,        0.00,     83,      0.0087,     10, 
11:00:00 18/07/2017,        0.00,     83,      0.0087,     10, 
12:00:00 18/07/2017,        0.00,     83,      0.0083,     10, 
13:00:00 18/07/2017,        0.00,     83,      0.0083,     10, 
14:00:00 18/07/2017,        0.00,     83,      0.0080,     10, 
15:00:00 18/07/2017,        0.00,     83,      0.0080,     10, 
16:00:00 18/07/2017,        0.00,     83,      0.0076,     10, 
17:00:00 18/07/2017,        0.00,     83,      0.0076,     10, 
18:00:00 18/07/2017,        0.00,     83,      0.0076,     10, 
19:00:00 18/07/2017,        0.00,     83,      0.0076,     10, 
20:00:00 18/07/2017,        0.00,     83,      0.0073,     10, 
21:00:00 18/07/2017,        0.00,     83,      0.0073,     10, 
22:00:00 18/07/2017,        0.00,     83,      0.0073,     10, 
23:00:00 18/07/2017,        0.00,     83,      0.0073,     10, 
00:00:00 19/07/2017,        0.00,     83,      0.0073,     10, 
00:20:00 19/07/2017,        1.00,     83,"","", 
01:00:00 19/07/2017,        1.00,     83,      0.0076,     10, 
02:00:00 19/07/2017,        0.00,     83,      0.0299,     10, 
03:00:00 19/07/2017,        0.00,     83,      0.0167,     10, 
04:00:00 19/07/2017,        0.00,     83,      0.0121,     10, 
05:00:00 19/07/2017,        0.00,     83,      0.0117,     10, 
06:00:00 19/07/2017,        0.00,     83,      0.0117,     10, 
07:00:00 19/07/2017,        0.00,     83,      0.0117,     10, 
08:00:00 19/07/2017,        0.00,     83,      0.0113,     10, 
09:00:00 19/07/2017,        0.00,     83,      0.0109,     10, 
10:00:00 19/07/2017,        0.00,     83,      0.0101,     10, 
11:00:00 19/07/2017,        0.00,     83,      0.0097,     10, 
12:00:00 19/07/2017,        0.00,     83,      0.0094,     10, 
13:00:00 19/07/2017,        0.00,     83,      0.0090,     10, 
14:00:00 19/07/2017,        0.00,     83,      0.0087,     10, 
15:00:00 19/07/2017,        0.00,     83,      0.0087,     10, 
16:00:00 19/07/2017,        0.00,     83,      0.0087,     10, 
17:00:00 19/07/2017,        0.00,     83,      0.0080,     10, 
18:00:00 19/07/2017,        0.00,     83,      0.0080,     10, 
19:00:00 19/07/2017,        0.00,     83,      0.0080,     10, 
20:00:00 19/07/2017,        0.00,     83,      0.0076,     10, 
21:00:00 19/07/2017,        0.00,     83,      0.0073,     10, 
22:00:00 19/07/2017,        0.00,     83,      0.0070,     10, 
23:00:00 19/07/2017,        0.00,     83,      0.0070,     10, 
00:00:00 20/07/2017,        0.00,     83,      0.0070,     10, 
01:00:00 20/07/2017,        0.00,     83,      0.0070,     10, 
02:00:00 20/07/2017,        0.00,     83,      0.0070,     10, 
03:00:00 20/07/2017,        0.00,     83,      0.0070,     10, 
04:00:00 20/07/2017,        0.00,     83,      0.0067,     10, 
05:00:00 20/07/2017,        0.00,     83,      0.0067,     10, 
06:00:00 20/07/2017,        0.00,     83,      0.0064,     10, 
07:00:00 20/07/2017,        0.00,     83,      0.0064,     10, 
08:00:00 20/07/2017,        0.00,     83,      0.0061,     10, 
09:00:00 20/07/2017,        0.00,     83,      0.0058,     10, 
10:00:00 20/07/2017,        0.00,     83,      0.0058,     10, 
11:00:00 20/07/2017,        0.00,     83,      0.0056,     10, 
12:00:00 20/07/2017,        0.00,     83,      0.0053,     10, 
13:00:00 20/07/2017,        0.00,     83,      0.0053,     10, 
14:00:00 20/07/2017,        0.00,     83,      0.0053,     10, 
15:00:00 20/07/2017,        0.00,     83,      0.0053,     10, 
16:00:00 20/07/2017,        0.00,     83,      0.0053,     10, 
17:00:00 20/07/2017,        0.00,     83,      0.0053,     10, 
18:00:00 20/07/2017,        0.00,     83,      0.0050,     10, 
19:00:00 20/07/2017,        0.00,     83,      0.0050,     10, 
20:00:00 20/07/2017,        0.00,     83,      0.0050,     10, 
21:00:00 20/07/2017,        0.00,     83,      0.0048,     10, 
22:00:00 20/07/2017,        0.00,     83,      0.0048,     10, 
23:00:00 20/07/2017,        0.00,     83,      0.0048,     10, 
00:00:00 21/07/2017,        0.00,     83,      0.0048,     10, 
01:00:00 21/07/2017,        0.00,     83,      0.0045,     10, 
02:00:00 21/07/2017,        0.00,     83,      0.0045,     10, 
03:00:00 21/07/2017,        0.00,     83,      0.0045,     10, 
04:00:00 21/07/2017,        0.00,     83,      0.0045,     10, 
05:00:00 21/07/2017,        0.00,     83,      0.0045,     10, 
06:00:00 21/07/2017,        0.00,     83,      0.0043,     10, 
07:00:00 21/07/2017,        0.00,     83,      0.0043,     10, 
08:00:00 21/07/2017,        0.00,     83,      0.0043,     10, 
09:00:00 21/07/2017,        0.00,     83,      0.0043,     10, 
10:00:00 21/07/2017,        0.00,     83,      0.0041,     10, 
11:00:00 21/07/2017,        0.00,     83,      0.0041,     10, 
12:00:00 21/07/2017,        0.00,     83,      0.0041,     10, 
13:00:00 21/07/2017,        0.00,     83,      0.0038,     10, 
14:00:00 21/07/2017,        0.00,     83,      0.0038,     10, 
15:00:00 21/07/2017,        0.00,     83,      0.0038,     10, 
16:00:00 21/07/2017,        0.00,     83,      0.0038,     10, 
17:00:00 21/07/2017,        0.00,     83,      0.0038,     10, 
18:00:00 21/07/2017,        0.00,     83,      0.0038,     10, 
19:00:00 21/07/2017,        0.00,     83,      0.0036,     10, 
20:00:00 21/07/2017,        0.00,     83,      0.0036,     10, 
21:00:00 21/07/2017,        0.00,     83,      0.0036,     10, 
22:00:00 21/07/2017,        0.00,     83,      0.0036,     10, 
23:00:00 21/07/2017,        0.00,     83,      0.0036,     10, 
00:00:00 22/07/2017,        0.00,     83,      0.0036,     10, 
01:00:00 22/07/2017,        0.00,     83,      0.0036,     10, 
02:00:00 22/07/2017,        0.00,     83,      0.0032,     10, 
03:00:00 22/07/2017,        0.00,     83,      0.0030,     10, 
04:00:00 22/07/2017,        0.00,     83,      0.0030,     10, 
05:00:00 22/07/2017,        0.00,     83,      0.0030,     10, 
06:00:00 22/07/2017,        0.00,     83,      0.0030,     10, 
07:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
08:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
09:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
10:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
11:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
12:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
13:00:00 22/07/2017,        0.00,     83,      0.0030,     10, 
14:00:00 22/07/2017,        0.00,     83,      0.0030,     10, 
15:00:00 22/07/2017,        0.00,     83,      0.0030,     10, 
16:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
17:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
18:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
19:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
20:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
21:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
22:00:00 22/07/2017,        0.00,     83,      0.0029,     10, 
23:00:00 22/07/2017,        0.00,     83,      0.0028,     10, 
00:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
01:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
02:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
03:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
04:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
05:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
06:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
07:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
08:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
09:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
10:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
11:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
12:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
13:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
14:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
15:00:00 23/07/2017,        0.00,     83,      0.0027,     10, 
16:00:00 23/07/2017,        0.00,     83,      0.0027,     10, 
17:00:00 23/07/2017,        0.00,     83,      0.0027,     10, 
18:00:00 23/07/2017,        0.00,     83,      0.0027,     10, 
19:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
20:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
21:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
22:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
23:00:00 23/07/2017,        0.00,     83,      0.0028,     10, 
00:00:00 24/07/2017,        0.00,     83,      0.0028,     10, 
01:00:00 24/07/2017,        0.00,     83,      0.0028,     10, 
02:00:00 24/07/2017,        0.00,     83,      0.0028,     10, 
03:00:00 24/07/2017,        0.00,     83,      0.0028,     10, 
04:00:00 24/07/2017,        0.00,     83,      0.0028,     10, 
05:00:00 24/07/2017,        0.00,     83,      0.0028,     10, 
06:00:00 24/07/2017,        0.00,     83,      0.0028,     10, 
07:00:00 24/07/2017,        0.00,     83,      0.0029,     10, 
08:00:00 24/07/2017,        0.00,     83,      0.0029,     10, 
09:00:00 24/07/2017,        0.00,     83,      0.0029,     10, 
10:00:00 24/07/2017,        0.00,     83,      0.0029,     10, 
11:00:00 24/07/2017,        0.00,     83,      0.0029,     10, 
